"i","d","t","pet","y"
1,7,6,3.98010718856105,21.022264432343
1,7,7,4.05240216439304,21.7033209241782
1,7,8,3.82046905865147,20.0446084245666
1,7,9,3.85039172177633,17.9161234101449
1,7,10,3.46501566462677,17.2539577494877
1,7,11,3.44077484365309,14.7701621423873
1,7,12,1.36544069313144,11.8049884152675
1,7,13,3.87999043559507,16.801233733616
1,7,14,2.55965050133361,15.5647287886936
1,7,15,4.12254910628115,16.2443190772863
1,7,16,4.24555060492431,16.5743087027851
1,7,17,2.35542171025496,12.5170087329485
1,7,18,2.45683846784008,14.8972495838862
1,7,19,4.29829994785325,16.4605639076754
1,7,20,3.26520472777185,12.5052493133569
1,7,21,3.56654759379825,13.4626642679379
1,7,22,4.18113182335784,14.6827636691098
1,7,23,1.87043971583301,12.5493965839233
1,7,24,4.23194341862632,12.6845668503684
1,7,25,4.58359507071565,10.7999103514545
1,7,26,3.48189953823049,12.2657562427382
1,7,27,4.10869206908387,10.3367036314169
1,7,28,4.89819104285377,9.80602526192962
1,7,29,1.98101856724587,10.3038899832616
1,7,30,1.95472816020228,5.91122131256238
1,7,31,2.37993520182202,8.20119713337162
1,7,32,3.30631073629935,9.06302802699212
1,7,33,4.73016203527067,8.21350613452154
1,8,1,1.46650440988319,7.55643337663678
1,8,2,2.03195092740319,12.722181708468
1,8,3,1.86723782787907,16.8578717051526
1,8,4,1.85609220595693,18.449225689643
1,8,5,1.99098057262357,17.5622072665614
1,8,6,1.13316086201371,8.47750601347312
1,8,7,1.35337468901905,11.3536838545482
1,8,8,1.65879321675185,20.8196106976183
1,8,9,1.91722631772475,21.5940181640872
1,8,10,1.75674618728298,21.7393256654657
1,8,11,1.75935869486057,0
1,8,12,1.31234791328775,7.76407229836791
1,8,13,1.72669936250474,13.0437682515491
1,8,14,1.64468412158215,12.6976654839272
1,8,15,1.63703587221089,12.4268922359186
1,8,16,1.64194904155441,13.6389835305234
1,8,17,1.51419360692203,11.3348232039746
1,8,18,1.09850790799249,8.30234736547424
1,8,19,1.28706461225159,10.7334966715113
1,8,20,1.67362297515336,10.6109270619105
1,8,21,0.889814444203565,6.29792383525616
1,8,22,0.443552224831102,0.937310803112409
1,8,23,0.803867536923813,2.72608964331227
1,8,24,1.05905760560953,8.63986104762129
1,8,25,1.48712732177996,0.0747446396678133
1,8,26,0.956403189202252,0.190478275282492
1,8,27,0.602794957489631,0.30621191089717
1,8,28,1.08115067756392,0.421945546511849
1,8,29,0.932666429846203,0.537679182126528
1,8,30,1.35193903144964,0.653412817741206
1,8,31,1.28918297386077,0.769146453355885
1,8,32,1.20620394518281,0.884880088970563
1,8,33,1.34794472017852,1.00061372458524
1,8,34,1.29066405930621,1.11634736019992
1,8,35,1.13564396522833,1.2320809958146
1,8,36,1.29135756656923,1.34781463142928
2,1,1,3.20600618300729,21.6195375004747
2,1,2,4.97419501485123,22.8094161203757
2,1,3,4.9633978302889,33.859203158382
2,1,4,3.30903866139751,31.8585379721938
2,1,5,3.43454633186335,36.2983896772845
2,1,6,4.53496876346962,35.0111367482633
2,1,7,4.98945515766682,35.6452662087263
2,1,8,3.91234749363905,28.5555006997462
2,1,9,4.01661030478465,26.7919350399362
2,1,10,2.73815572301439,22.5057329525891
2,1,11,3.91147554898612,27.9946631069954
2,1,12,4.8169942401687,31.4129783002919
2,1,13,4.57697568544643,32.4977148154234
2,1,14,3.97728840312963,25.3435297217953
2,1,15,1.46256811029799,3.24669242849132
2,1,16,5.1083674760716,25.400487815374
2,1,17,4.43774262831437,32.388154938205
2,1,18,2.87575537596538,25.1533526278365
2,1,19,2.83046850384498,18.6975801362556
2,1,20,3.30256522953916,15.4012983390806
2,1,21,1.84426976592866,16.3669613071608
2,1,22,4.79169230755287,30.1117075465317
2,1,23,2.96328552088296,29.3408983572522
2,1,24,3.41014539272925,25.3711657334424
2,1,25,3.71840215437726,29.584365867672
2,1,26,4.99457614349858,33.8417932724223
2,1,27,4.85397646798798,34.0792657967361
2,1,28,2.87835983342383,30.0780985911404
2,1,29,3.20333750368056,27.3758526218134
2,1,30,4.68530302931349,31.389200081147
2,1,31,4.88746530559608,27.2761345206438
2,1,32,4.29911907741946,28.5220655552458
2,1,33,3.46055729755151,28.092423361762
2,1,34,3.24018619519526,25.1962641764141
2,1,35,1.71730109741723,18.7022113744423
2,1,36,4.18116429086572,26.6174315658332
2,1,37,3.91226763650379,24.1951874285723
2,1,38,1.64762310825205,13.5184019222602
2,1,39,3.62724033065503,19.8272238081052
2,1,40,4.06537714274841,26.8215887677198
2,1,41,4.2188200196636,31.306511784839
2,1,42,4.33490207791779,29.4828397999396
2,1,43,4.17100317677071,28.5705026407232
2,1,44,2.89876567877585,21.9867776746674
2,1,45,4.01288080068747,21.3107854765287
2,1,46,3.97808682133385,24.3210294143619
2,1,47,3.92145148132952,24.2322244913699
2,1,48,3.41517300091228,21.1980773202974
2,1,49,3.27594480158153,21.7259787139108
2,1,50,3.40555434012425,23.316644485634
2,1,51,3.4846663381369,22.3395216606265
2,2,1,4.29220817122747,23.2050120614307
2,2,2,4.43637762533676,36.950956895649
2,2,3,4.34591047080553,29.8292557522988
2,2,4,4.48254818240704,40.051848005932
2,2,5,3.93385732550334,29.7879344494716
2,2,6,4.87320960277148,31.5132259085312
2,2,7,3.55729253967226,26.8289368318859
2,2,8,3.66394316036312,23.6727200887162
2,2,9,4.92948836886865,19.1087303362365
2,2,10,4.8958412911616,22.7986706986082
2,2,11,3.36397153346545,21.8554244946372
2,2,12,4.96176865992114,26.8715622123772
2,2,13,4.58935225848,27.339217859671
2,2,14,4.48258423051379,30.7634495182962
2,2,15,4.84165712327735,30.0571264311845
2,2,16,5.01291539818997,28.31051415812
2,2,17,3.73899207956849,19.7020228213539
2,2,18,3.82783377213968,17.0146241795975
2,2,19,5.17858367286629,26.2324598440242
2,2,20,4.51520086799634,25.6063054125867
2,2,21,5.23853638817177,25.7809963290493
2,2,22,5.04971958933976,20.8444774236934
2,2,23,1.43928925990338,3.7760919031702
2,2,24,5.21854567116216,22.1745174724581
2,2,25,5.40046583767273,26.277458191005
2,2,26,5.01783044024346,24.9712749533116
2,2,27,4.90011150354286,24.1634451330864
2,3,1,1.39996243931057,0.917069515065468
2,3,2,2.3512963292251,10.4706437060812
2,3,3,2.92994993021224,21.2711899175173
2,3,4,3.81373104031292,25.7225342401457
2,3,5,3.98574420950562,25.8021282985781
2,3,6,3.91559169471126,23.9288651008752
2,3,7,3.74594228081072,23.2861734907562
2,3,8,4.01286086931368,22.7109464743981
2,3,9,3.26842716664155,22.8658922335125
2,3,10,3.34776319445982,23.263340365981
2,3,11,3.7522120708205,23.4181999555457
2,3,12,3.38776513507696,22.5915172067314
2,3,13,4.28989691430095,19.7082797567064
2,3,14,2.59674594069373,15.0072349134473
2,3,15,0.627734077888052,6.095333038703
2,4,1,3.70271079637864,16.2457252500071
2,4,2,3.05112700321364,14.8978889196274
2,4,3,4.36431973968936,31.9057543256475
2,4,4,4.26576146080872,21.3877788219801
2,4,5,4.36928381460685,27.6373528129453
2,4,6,4.16655717296622,26.2365287499561
2,4,7,4.46196045643233,25.0477110465326
2,4,8,4.45861743906531,28.0894176816389
2,4,9,4.4155362032482,25.4853502564756
2,4,10,3.9901212494371,23.0728379456426
2,4,11,4.22585844147251,20.1377105940342
2,4,12,3.7747916040917,22.9211775966063
2,4,13,4.27035605528995,23.5029254914955
2,4,14,3.04686273744265,19.4674732510756
2,4,15,4.02396028525066,22.0434666528154
2,4,16,3.91819089546445,19.5473655049662
2,5,1,1.86626389120802,2.50223520518046
2,5,2,1.76331375224779,10.1804159303526
2,5,3,1.68270406459279,14.592350355805
2,5,4,1.94256955045978,14.6304993324941
2,5,5,2.01911443645011,18.3001660733078
2,5,6,1.74280626085821,17.308594519481
2,5,7,1.54699096797779,16.6434168261034
2,5,8,1.82428306629963,18.5574170721579
2,5,9,1.67471273174536,19.3563895126939
2,5,10,1.67056991634481,15.9314819358583
2,5,11,1.59830477486777,15.6615094041608
2,5,12,1.29226587178654,15.8929437968923
2,5,13,1.57851007321039,20.5653393807339
2,5,14,1.52666777508628,19.8219493985593
2,5,15,1.51419482682308,21.4033485173129
2,5,16,1.588786557203,17.6854007531373
2,5,17,1.31261623557294,18.7995545937411
2,5,18,1.31334825703098,16.4523044063246
2,6,1,1.04979598413161,20.6766492847617
2,6,2,0.962692200327546,16.7621624952325
2,6,3,0.998174931594839,14.934234264931
2,6,4,0.795225894164594,17.092147168843
2,6,5,1.12559389872821,18.0151767689092
2,6,6,0.927057761660581,17.5240342394357
2,6,7,0.802101016485931,16.4227456628283
2,6,8,0.948304704612369,18.9418675032778
2,6,9,0.862980406384754,19.0056924454057
2,6,10,0.85469953600197,17.4158015315653
2,6,11,0.845465591765765,19.1285275591474
2,6,12,0.950520750979444,20.4138627029314
2,6,13,0.814994241286925,20.0918277970934
2,6,14,0.895186168493238,19.5937790821729
2,7,1,3.51180995283365,35.5874582651554
2,7,2,1.90200500418988,17.4610380244281
2,7,3,3.04958926392891,31.7388620010072
2,7,4,3.75986522874435,36.4575654589402
2,7,5,3.73191998280922,32.3124857238437
2,7,6,3.98010718856105,34.5247969889011
2,7,7,4.05240216439304,35.6432938660694
2,7,8,3.82046905865147,32.9191956845272
2,7,9,3.85039172177633,29.4235916189744
2,7,10,3.46501566462677,28.3361190928444
2,7,11,3.44077484365309,24.2569895883589
2,7,12,1.36544069313144,19.3872943519061
2,7,13,3.87999043559507,27.5926119035844
2,7,14,2.55965050133361,25.5619038256508
2,7,15,4.12254910628115,26.6779927619688
2,7,16,4.24555060492431,27.2199336582723
2,7,17,2.35542171025496,20.5566430202679
2,7,18,2.45683846784008,24.4657048831223
2,7,19,4.29829994785325,27.0331309485858
2,7,20,3.26520472777185,20.5373305634478
2,7,21,3.56654759379825,22.1096900515243
2,7,22,4.18113182335784,24.1134553579359
2,7,23,1.87043971583301,20.6098334833319
2,7,24,4.23194341862632,20.8318231754021
2,7,25,4.58359507071565,17.736657893459
2,7,26,3.48189953823049,20.1440118669787
2,7,27,4.10869206908387,16.9759349929998
2,7,28,4.89819104285377,16.1044036205391
2,7,29,1.98101856724587,16.9220452446012
2,7,30,1.95472816020228,9.70797967219442
2,7,31,2.37993520182202,13.4687995675666
2,7,32,3.30631073629935,14.8841816610024
2,7,33,4.73016203527067,13.489014600405
2,8,1,1.46650440988319,12.4099061320515
2,8,2,2.03195092740319,20.8935979353873
2,8,3,1.86723782787907,27.685628261335
2,8,4,1.85609220595693,30.2991037710181
2,8,5,1.99098057262357,28.8423562792877
2,8,6,1.13316086201371,13.9225807490581
2,8,7,1.35337468901905,18.646118329259
2,8,8,1.65879321675185,34.1919794148034
2,8,9,1.91722631772475,35.4637862961493
2,8,10,1.75674618728298,35.7024243364138
2,8,11,1.75935869486057,0
2,8,12,1.31234791328775,12.7509108626709
2,8,13,1.72669936250474,21.4217384765727
2,8,14,1.64468412158215,20.8533350189955
2,8,15,1.63703587221089,20.4086449882138
2,8,16,1.64194904155441,22.3992586070711
2,8,17,1.51419360692203,18.6151435437298
2,8,18,1.09850790799249,13.6349182670988
2,8,19,1.28706461225159,17.6275869213615
2,8,20,1.67362297515336,17.4262912473347
2,8,21,0.889814444203565,10.343059976415
2,8,22,0.443552224831102,1.53934250504302
2,8,23,0.803867536923813,4.47704821770296
2,8,24,1.05905760560953,14.1892158973377
2,8,25,1.48712732177996,0.122752880349541
2,8,26,0.956403189202252,0.312821856374637
2,8,27,0.602794957489631,0.502890832399733
2,8,28,1.08115067756392,0.692959808424829
2,8,29,0.932666429846203,0.883028784449924
2,8,30,1.35193903144964,1.07309776047502
2,8,31,1.28918297386077,1.26316673650012
2,8,32,1.20620394518281,1.45323571252521
2,8,33,1.34794472017852,1.64330468855031
2,8,34,1.29066405930621,1.8333736645754
2,8,35,1.13564396522833,2.0234426406005
2,8,36,1.29135756656923,2.2135116166256
3,1,1,3.20600618300729,30.1480495153946
3,1,2,4.97419501485123,54.3921529119141
3,1,3,4.9633978302889,65.2002141213168
3,1,4,3.30903866139751,54.7271753198135
3,1,5,3.43454633186335,57.1128742709547
3,1,6,4.53496876346962,52.1984736960611
3,1,7,4.98945515766682,51.7053026763746
3,1,8,3.91234749363905,47.3126869096175
3,1,9,4.01661030478465,38.7334674089294
3,1,10,2.73815572301439,30.1517199423056
3,1,11,3.91147554898612,31.0642148726178
3,1,12,4.8169942401687,36.5578594447414
3,1,13,4.57697568544643,31.4272054645666
3,1,14,3.97728840312963,22.4404753223852
3,1,15,1.46256811029799,8.0792325332184
3,1,16,5.1083674760716,39.9235118042282
3,1,17,4.43774262831437,39.5353159270221
3,1,18,2.87575537596538,30.6618568199138
3,1,19,2.83046850384498,13.2978418174429
3,1,20,3.30256522953916,17.2635203630986
3,1,21,1.84426976592866,17.408585212662
3,1,22,4.79169230755287,29.5047820826547
3,1,23,2.96328552088296,23.7963066184155
3,1,24,3.41014539272925,21.0574806389933
3,1,25,3.71840215437726,24.8512312475426
3,1,26,4.99457614349858,25.6972570283945
3,1,27,4.85397646798798,22.2389824865605
3,1,28,2.87835983342383,19.9921918303265
3,1,29,3.20333750368056,19.4550588232759
3,1,30,4.68530302931349,19.5481833570135
3,1,31,4.88746530559608,21.0786560703605
3,1,32,4.29911907741946,20.0592556265856
3,1,33,3.46055729755151,18.965575265328
3,1,34,3.24018619519526,18.0313890530557
3,1,35,1.71730109741723,12.758965401428
3,1,36,4.18116429086572,13.1481198733077
3,1,37,3.91226763650379,10.7296003305151
3,1,38,1.64762310825205,5.94909827955548
3,1,39,3.62724033065503,11.4676917972874
3,1,40,4.06537714274841,12.5877000917641
3,1,41,4.2188200196636,12.4285406573526
3,1,42,4.33490207791779,10.0387068741214
3,1,43,4.17100317677071,10.7169812580469
3,1,44,2.89876567877585,10.8014757323457
3,1,45,4.01288080068747,7.22421771591877
3,1,46,3.97808682133385,9.05486817349868
3,1,47,3.92145148132952,7.1254547126031
3,1,48,3.41517300091228,6.30371131050024
3,1,49,3.27594480158153,6.77361629722416
3,1,50,3.40555434012425,5.60903353626188
3,1,51,3.4846663381369,6.54476664190798
3,2,1,4.29220817122747,51.6097142828543
3,2,2,4.43637762533676,68.4025467419467
3,2,3,4.34591047080553,72.7492798772988
3,2,4,4.48254818240704,75.5331933118241
3,2,5,3.93385732550334,66.2635878661782
3,2,6,4.87320960277148,77.9470617222467
3,2,7,3.55729253967226,74.1255673925056
3,2,8,3.66394316036312,74.9731025449247
3,2,9,4.92948836886865,60.8033912461366
3,2,10,4.8958412911616,72.2241843225223
3,2,11,3.36397153346545,62.0977600683486
3,2,12,4.96176865992114,69.5068741230914
3,2,13,4.58935225848,67.7039388051686
3,2,14,4.48258423051379,71.5583774522587
3,2,15,4.84165712327735,63.2562016196417
3,2,16,5.01291539818997,55.1158193362244
3,2,17,3.73899207956849,36.548568891037
3,2,18,3.82783377213968,45.0189614180051
3,2,19,5.17858367286629,59.4015017385421
3,2,20,4.51520086799634,55.9288706248518
3,2,21,5.23853638817177,52.9701789313411
3,2,22,5.04971958933976,49.5082765690815
3,2,23,1.43928925990338,12.6042482906856
3,2,24,5.21854567116216,49.848582498222
3,2,25,5.40046583767273,56.1980781983239
3,2,26,5.01783044024346,52.6467221803834
3,2,27,4.90011150354286,52.4692971060924
3,3,1,1.39996243931057,10.1899507181923
3,3,2,2.3512963292251,48.7641195119369
3,3,3,2.92994993021224,53.9124429227921
3,3,4,3.81373104031292,58.7820109215192
3,3,5,3.98574420950562,54.5634450904664
3,3,6,3.91559169471126,49.4636083369882
3,3,7,3.74594228081072,47.5954708530231
3,3,8,4.01286086931368,39.9279984703234
3,3,9,3.26842716664155,41.4809139224664
3,3,10,3.34776319445982,42.9793019181528
3,3,11,3.7522120708205,41.5944258642019
3,3,12,3.38776513507696,37.9954481233568
3,3,13,4.28989691430095,34.0039972777216
3,3,14,2.59674594069373,34.9800440042412
3,3,15,0.627734077888052,8.42281946673351
3,4,1,3.70271079637864,52.7853195937556
3,4,2,3.05112700321364,54.5122670716343
3,4,3,4.36431973968936,66.3916692961304
3,4,4,4.26576146080872,60.9214258411813
3,4,5,4.36928381460685,64.3442725000828
3,4,6,4.16655717296622,66.436345895753
3,4,7,4.46196045643233,61.8441812654902
3,4,8,4.45861743906531,55.8941151830342
3,4,9,4.4155362032482,59.2982437711745
3,4,10,3.9901212494371,57.3651459348084
3,4,11,4.22585844147251,57.2109586192105
3,4,12,3.7747916040917,60.2904611858414
3,4,13,4.27035605528995,57.9212053036096
3,4,14,3.04686273744265,49.7405472945401
3,4,15,4.02396028525066,57.0505945199106
3,4,16,3.91819089546445,52.0264535267466
3,5,1,1.86626389120802,19.2879582994416
3,5,2,1.76331375224779,27.3078029617879
3,5,3,1.68270406459279,29.8002029143519
3,5,4,1.94256955045978,30.8250848939561
3,5,5,2.01911443645011,35.9283073640859
3,5,6,1.74280626085821,31.5063692619076
3,5,7,1.54699096797779,27.9954475513307
3,5,8,1.82428306629963,34.2509795857612
3,5,9,1.67471273174536,28.6994522338085
3,5,10,1.67056991634481,27.9244051883877
3,5,11,1.59830477486777,28.4436569343603
3,5,12,1.29226587178654,24.0937893723707
3,5,13,1.57851007321039,28.0251739482446
3,5,14,1.52666777508628,24.6033855185872
3,5,15,1.51419482682308,21.8913545305856
3,5,16,1.588786557203,24.2864206262473
3,5,17,1.31261623557294,23.3514611677193
3,5,18,1.31334825703098,21.1153186639812
3,6,1,1.04979598413161,23.7220716124327
3,6,2,0.962692200327546,22.2358198247604
3,6,3,0.998174931594839,20.5781842610196
3,6,4,0.795225894164594,9.92379150275633
3,6,5,1.12559389872821,23.2193021938749
3,6,6,0.927057761660581,17.2508217773951
3,6,7,0.802101016485931,16.8083204883823
3,6,8,0.948304704612369,18.3209272002602
3,6,9,0.862980406384754,17.1088054352685
3,6,10,0.85469953600197,20.6491747365095
3,6,11,0.845465591765765,19.1324618863449
3,6,12,0.950520750979444,17.6827652379432
3,6,13,0.814994241286925,16.2221502005047
3,6,14,0.895186168493238,15.8167868906612
3,7,1,3.51180995283365,44.0466464850038
3,7,2,1.90200500418988,41.1238584340087
3,7,3,3.04958926392891,43.0758243195082
3,7,4,3.75986522874435,41.8129557539828
3,7,5,3.73191998280922,45.5935306618576
3,7,6,3.98010718856105,51.9048566054474
3,7,7,4.05240216439304,45.9779590739195
3,7,8,3.82046905865147,45.2938474513821
3,7,9,3.85039172177633,38.8005259926256
3,7,10,3.46501566462677,42.9950781734742
3,7,11,3.44077484365309,41.9324879840917
3,7,12,1.36544069313144,35.8574424303872
3,7,13,3.87999043559507,44.7174732310812
3,7,14,2.55965050133361,40.5613819440973
3,7,15,4.12254910628115,38.8256965417968
3,7,16,4.24555060492431,38.1103337642307
3,7,17,2.35542171025496,33.71896727326
3,7,18,2.45683846784008,34.2657500153565
3,7,19,4.29829994785325,33.4468532174106
3,7,20,3.26520472777185,30.5289771416116
3,7,21,3.56654759379825,27.3000859207873
3,7,22,4.18113182335784,25.9037818216827
3,7,23,1.87043971583301,25.8750762104539
3,7,24,4.23194341862632,22.9351312044652
3,7,25,4.58359507071565,23.7853891739881
3,7,26,3.48189953823049,28.3261884486688
3,7,27,4.10869206908387,33.1013310529703
3,7,28,4.89819104285377,27.3316721647985
3,7,29,1.98101856724587,22.123634916523
3,7,30,1.95472816020228,22.2158683606648
3,7,31,2.37993520182202,27.9937827028665
3,7,32,3.30631073629935,28.925850081775
3,7,33,4.73016203527067,39.0013770102768
3,8,1,1.46650440988319,38.8502644705482
3,8,2,2.03195092740319,49.531943854561
3,8,3,1.86723782787907,54.731958659805
3,8,4,1.85609220595693,62.2909955205819
3,8,5,1.99098057262357,67.2981763574965
3,8,6,1.13316086201371,39.0778088893364
3,8,7,1.35337468901905,43.5534307168038
3,8,8,1.65879321675185,54.3757642982334
3,8,9,1.91722631772475,55.736233833249
3,8,10,1.75674618728298,62.2642582305521
3,8,11,1.75935869486057,51.814721723368
3,8,12,1.31234791328775,34.3766404766788
3,8,13,1.72669936250474,38.6595667981635
3,8,14,1.64468412158215,39.524027403856
3,8,15,1.63703587221089,38.9393015620461
3,8,16,1.64194904155441,37.0857966597531
3,8,17,1.51419360692203,32.800888698407
3,8,18,1.09850790799249,30.0229725740075
3,8,19,1.28706461225159,32.1174831152013
3,8,20,1.67362297515336,32.5534829155016
3,8,21,0.889814444203565,20.548392568013
3,8,22,0.443552224831102,6.33717029783016
3,8,23,0.803867536923813,25.6109754619656
3,8,24,1.05905760560953,33.1119383160092
3,8,25,1.48712732177996,39.9215164837887
3,8,26,0.956403189202252,31.9068588838618
3,8,27,0.602794957489631,19.5084190732316
3,8,28,1.08115067756392,32.4717223624207
3,8,29,0.932666429846203,27.6889536115557
3,8,30,1.35193903144964,30.5844345481569
3,8,31,1.28918297386077,33.4397446638962
3,8,32,1.20620394518281,30.2818156043557
3,8,33,1.34794472017852,29.7763199106256
3,8,34,1.29066405930621,30.5602213572393
3,8,35,1.13564396522833,29.7851916122557
3,8,36,1.29135756656923,20.7511562276085
4,1,1,3.20600618300729,55.0164042118805
4,1,2,4.97419501485123,96.1753897539899
4,1,3,4.9633978302889,123.89381528618
4,1,4,3.30903866139751,114.014751671414
4,1,5,3.43454633186335,118.87041632313
4,1,6,4.53496876346962,115.313174302475
4,1,7,4.98945515766682,121.127694295177
4,1,8,3.91234749363905,112.341805838815
