"i","d","t","pet","y"
8,7,20,3.26520472777185,21.0714715518863
8,7,21,3.56654759379825,22.6847254321792
8,7,22,4.18113182335784,24.7406052613648
8,7,23,1.87043971583301,21.1458601492283
8,7,24,4.23194341862632,21.3736234150928
8,7,25,4.58359507071565,18.1979581559025
8,7,26,3.48189953823049,20.6679233060288
8,7,27,4.10869206908387,17.417450148478
8,7,28,4.89819104285377,16.5232517294261
8,7,29,1.98101856724587,17.3621588195095
8,7,30,1.95472816020228,9.96046768867866
8,7,31,2.37993520182202,13.8191001040396
8,7,32,3.30631073629935,15.2712938750238
8,7,33,4.73016203527067,13.8398408954516
8,8,1,1.46650440988319,12.7326666537913
8,8,2,2.03195092740319,21.4370048313695
8,8,3,1.86723782787907,28.4056842977981
8,8,4,1.85609220595693,31.0871318541739
8,8,5,1.99098057262357,29.5924968413397
8,8,6,1.13316086201371,14.2846833611742
8,8,7,1.35337468901905,19.1310721086298
8,8,8,1.65879321675185,35.0812545630446
8,8,9,1.91722631772475,36.386138975212
8,8,10,1.75674618728298,36.6309835844516
8,8,11,1.75935869486057,0
8,8,12,1.31234791328775,13.0825403366493
8,8,13,1.72669936250474,21.9788814084935
8,8,14,1.64468412158215,21.3956947450988
8,8,15,1.63703587221089,20.9394390840197
8,8,16,1.64194904155441,22.981825172658
8,8,17,1.51419360692203,19.0992917216857
8,8,18,1.09850790799249,13.9895392680106
8,8,19,1.28706461225159,18.0860504335921
8,8,20,1.67362297515336,17.879519401934
8,8,21,0.889814444203565,10.6120653499329
8,8,22,0.443552224831102,1.5793781817659
8,8,23,0.803867536923813,4.59348861646377
8,8,24,1.05905760560953,14.5582532355232
8,8,25,1.48712732177996,0.125945473692722
8,8,26,0.956403189202252,0.320957820055646
8,8,27,0.602794957489631,0.51597016641857
8,8,28,1.08115067756392,0.710982512781495
8,8,29,0.932666429846203,0.905994859144419
8,8,30,1.35193903144964,1.10100720550734
8,8,31,1.28918297386077,1.29601955187027
8,8,32,1.20620394518281,1.49103189823319
8,8,33,1.34794472017852,1.68604424459612
8,8,34,1.29066405930621,1.88105659095904
8,8,35,1.13564396522833,2.07606893732196
8,8,36,1.29135756656923,2.27108128368489
9,1,1,3.20600618300729,34.4783901708975
9,1,2,4.97419501485123,76.4135898342575
9,1,3,4.9633978302889,88.3974268412434
9,1,4,3.30903866139751,75.558659895993
9,1,5,3.43454633186335,82.9849477239828
9,1,6,4.53496876346962,71.845083215699
9,1,7,4.98945515766682,61.3994044082775
9,1,8,3.91234749363905,50.4788483694017
9,1,9,4.01661030478465,60.8619763102319
9,1,10,2.73815572301439,49.4230670453731
9,1,11,3.91147554898612,51.3204302921156
9,1,12,4.8169942401687,47.6297773384071
9,1,13,4.57697568544643,27.1273831175829
9,1,14,3.97728840312963,15.2577125388792
9,1,15,1.46256811029799,10.9346695822286
9,1,16,5.1083674760716,51.2123568175119
9,1,17,4.43774262831437,44.0638472257452
9,1,18,2.87575537596538,38.670699666735
9,1,19,2.83046850384498,22.1568486541462
9,1,20,3.30256522953916,19.7902616336121
9,1,21,1.84426976592866,17.7831533045926
9,1,22,4.79169230755287,37.0655606878686
9,1,23,2.96328552088296,24.4774418171126
9,1,24,3.41014539272925,21.1856133016487
9,1,25,3.71840215437726,20.8157649927236
9,1,26,4.99457614349858,20.254233194928
9,1,27,4.85397646798798,17.4775366169842
9,1,28,2.87835983342383,12.7390205091819
9,1,29,3.20333750368056,12.5764769252701
9,1,30,4.68530302931349,13.2039325235318
9,1,31,4.88746530559608,14.3362129752936
9,1,32,4.29911907741946,7.71524859066302
9,1,33,3.46055729755151,5.62714185486116
9,1,34,3.24018619519526,4.25257360072165
9,1,35,1.71730109741723,7.12853574629068
9,1,36,4.18116429086572,7.33064545744132
9,1,37,3.91226763650379,4.5387479460216
9,1,38,1.64762310825205,0.70250152452019
9,1,39,3.62724033065503,5.1568869088497
9,1,40,4.06537714274841,5.82644099079075
9,1,41,4.2188200196636,4.83540045512914
9,1,42,4.33490207791779,2.94242157903557
9,1,43,4.17100317677071,3.52599682379683
9,1,44,2.89876567877585,1.9763052062873
9,1,45,4.01288080068747,2.28269945531938
9,1,46,3.97808682133385,5.79359285779252
9,1,47,3.92145148132952,1.92066089601037
9,1,48,3.41517300091228,1.77051746669217
9,1,49,3.27594480158153,8.78384886059288
9,1,50,3.40555434012425,9.12288459573537
9,1,51,3.4846663381369,7.17662298841624
9,2,1,4.29220817122747,43.9594877793173
9,2,2,4.43637762533676,80.5499299450999
9,2,3,4.34591047080553,84.9284840342072
9,2,4,4.48254818240704,90.8615085550087
9,2,5,3.93385732550334,72.2477592257711
9,2,6,4.87320960277148,78.3266590307802
9,2,7,3.55729253967226,82.3348770658264
9,2,8,3.66394316036312,83.8692267205593
9,2,9,4.92948836886865,71.4132249930483
9,2,10,4.8958412911616,89.07519106128
9,2,11,3.36397153346545,80.4688375443062
9,2,12,4.96176865992114,93.7024205957536
9,2,13,4.58935225848,85.3540626710742
9,2,14,4.48258423051379,81.9112961157303
9,2,15,4.84165712327735,62.3264589136532
9,2,16,5.01291539818997,49.8890581929495
9,2,17,3.73899207956849,35.8315042114233
9,2,18,3.82783377213968,47.8815071559504
9,2,19,5.17858367286629,69.7284179127031
9,2,20,4.51520086799634,66.0228098615278
9,2,21,5.23853638817177,60.324769682169
9,2,22,5.04971958933976,48.3156844589455
9,2,23,1.43928925990338,6.43225788074588
9,2,24,5.21854567116216,43.121973466499
9,2,25,5.40046583767273,46.5726352886492
9,2,26,5.01783044024346,38.4051555825836
9,2,27,4.90011150354286,31.6242402493713
9,3,1,1.39996243931057,5.38296123276702
9,3,2,2.3512963292251,38.9719706289111
9,3,3,2.92994993021224,40.5565113061514
9,3,4,3.81373104031292,51.1492522017919
9,3,5,3.98574420950562,42.6701743632639
9,3,6,3.91559169471126,35.0956902724062
9,3,7,3.74594228081072,29.5841770801983
9,3,8,4.01286086931368,23.72170474696
9,3,9,3.26842716664155,23.6919824821722
9,3,10,3.34776319445982,21.8450219081896
9,3,11,3.7522120708205,17.644697023177
9,3,12,3.38776513507696,15.672108253617
9,3,13,4.28989691430095,12.9781482039803
9,3,14,2.59674594069373,8.2215927683379
9,3,15,0.627734077888052,2.73832145313842
9,4,1,3.70271079637864,75.093236217472
9,4,2,3.05112700321364,79.1541496839986
9,4,3,4.36431973968936,104.740322814965
9,4,4,4.26576146080872,86.885166466417
9,4,5,4.36928381460685,87.2274821661778
9,4,6,4.16655717296622,97.463275876102
9,4,7,4.46196045643233,82.388604078577
9,4,8,4.45861743906531,67.1081436939708
9,4,9,4.4155362032482,66.7885167824458
9,4,10,3.9901212494371,69.4526267794775
9,4,11,4.22585844147251,64.0469073200337
9,4,12,3.7747916040917,63.597146695652
9,4,13,4.27035605528995,61.9431328205557
9,4,14,3.04686273744265,48.817179472504
9,4,15,4.02396028525066,54.6686385864884
9,4,16,3.91819089546445,52.769442620378
9,5,1,1.86626389120802,78.4552169820185
9,5,2,1.76331375224779,65.7704625482781
9,5,3,1.68270406459279,87.0719190634976
9,5,4,1.94256955045978,79.909371367559
9,5,5,2.01911443645011,104.774688416989
9,5,6,1.74280626085821,80.1683717228797
9,5,7,1.54699096797779,92.7352256808901
9,5,8,1.82428306629963,102.757361762447
9,5,9,1.67471273174536,78.681223600993
9,5,10,1.67056991634481,79.131282357552
9,5,11,1.59830477486777,83.7498416369125
9,5,12,1.29226587178654,69.4920856656691
9,5,13,1.57851007321039,81.0724277359938
9,5,14,1.52666777508628,89.6181767981769
9,5,15,1.51419482682308,75.9629416782541
9,5,16,1.588786557203,72.3484687498492
9,5,17,1.31261623557294,67.0942764686303
9,5,18,1.31334825703098,79.8482391989489
9,6,1,1.04979598413161,69.2134896811272
9,6,2,0.962692200327546,72.1130449418631
9,6,3,0.998174931594839,61.2396374015017
9,6,4,0.795225894164594,44.7207455089364
9,6,5,1.12559389872821,64.4790034213567
9,6,6,0.927057761660581,58.8036353431617
9,6,7,0.802101016485931,54.2200258887501
9,6,8,0.948304704612369,57.3884938685293
9,6,9,0.862980406384754,51.407968819893
9,6,10,0.85469953600197,57.6223111842607
9,6,11,0.845465591765765,48.1324654735236
9,6,12,0.950520750979444,42.4221235760263
9,6,13,0.814994241286925,38.0917399542959
9,6,14,0.895186168493238,32.6688737558095
9,7,1,3.51180995283365,79.5947472315692
9,7,2,1.90200500418988,48.8197495871579
9,7,3,3.04958926392891,56.3906534337824
9,7,4,3.75986522874435,47.9587803001368
9,7,5,3.73191998280922,52.8386507098934
9,7,6,3.98010718856105,65.2878626573952
9,7,7,4.05240216439304,55.8206148643771
9,7,8,3.82046905865147,56.9756429567127
9,7,9,3.85039172177633,54.4592472619297
9,7,10,3.46501566462677,61.0685298593369
9,7,11,3.44077484365309,48.8670671904771
9,7,12,1.36544069313144,45.9627710084092
9,7,13,3.87999043559507,59.3982106432209
9,7,14,2.55965050133361,51.1513354182235
9,7,15,4.12254910628115,47.4471237988727
9,7,16,4.24555060492431,36.496972941208
9,7,17,2.35542171025496,41.3395357189748
9,7,18,2.45683846784008,40.5067673011719
9,7,19,4.29829994785325,30.6139636828449
9,7,20,3.26520472777185,22.6936414398964
9,7,21,3.56654759379825,26.3751904280376
9,7,22,4.18113182335784,16.8143701297552
9,7,23,1.87043971583301,26.5621462586343
9,7,24,4.23194341862632,22.5986428035037
9,7,25,4.58359507071565,15.9651003505427
9,7,26,3.48189953823049,15.6094926233892
9,7,27,4.10869206908387,33.336887294425
9,7,28,4.89819104285377,29.352188792566
9,7,29,1.98101856724587,20.7148154813398
9,7,30,1.95472816020228,20.5342302642779
9,7,31,2.37993520182202,26.210846524123
9,7,32,3.30631073629935,17.0833217120263
9,7,33,4.73016203527067,56.1351967467072
9,8,1,1.46650440988319,41.6247153601269
9,8,2,2.03195092740319,51.8141537924834
9,8,3,1.86723782787907,50.0103469931267
9,8,4,1.85609220595693,63.5187631521621
9,8,5,1.99098057262357,68.9644655976291
9,8,6,1.13316086201371,39.6266620581933
9,8,7,1.35337468901905,55.8188709971473
9,8,8,1.65879321675185,53.1119854481628
9,8,9,1.91722631772475,52.0333183667528
9,8,10,1.75674618728298,47.1481152563665
9,8,11,1.75935869486057,45.2090479662136
9,8,12,1.31234791328775,37.7732596177809
9,8,13,1.72669936250474,36.6738746316453
9,8,14,1.64468412158215,35.3253980190099
9,8,15,1.63703587221089,31.9347871590821
9,8,16,1.64194904155441,27.9346858033437
9,8,17,1.51419360692203,28.4705322747735
9,8,18,1.09850790799249,31.9165075252937
9,8,19,1.28706461225159,25.8946479889217
9,8,20,1.67362297515336,24.7652515747585
9,8,21,0.889814444203565,18.0143697292043
9,8,22,0.443552224831102,9.70912057123045
9,8,23,0.803867536923813,26.9207411007069
9,8,24,1.05905760560953,31.4820648776207
9,8,25,1.48712732177996,25.1395513388078
9,8,26,0.956403189202252,35.5460115709892
9,8,27,0.602794957489631,23.7685536386929
9,8,28,1.08115067756392,36.4609444134171
9,8,29,0.932666429846203,30.3060140492402
9,8,30,1.35193903144964,21.3220747959579
9,8,31,1.28918297386077,27.4975456036018
9,8,32,1.20620394518281,20.8651839961102
9,8,33,1.34794472017852,24.7104297146626
9,8,34,1.29066405930621,9.96071029489226
9,8,35,1.13564396522833,14.7051474091972
9,8,36,1.29135756656923,19.8916331480815
10,1,1,3.20600618300729,40.4231540265571
10,1,2,4.97419501485123,91.3405745094658
10,1,3,4.9633978302889,103.847822437749
10,1,4,3.30903866139751,90.1737204696427
10,1,5,3.43454633186335,90.5951535529012
10,1,6,4.53496876346962,77.9246589665676
10,1,7,4.98945515766682,70.5593666341709
10,1,8,3.91234749363905,53.0697081125485
10,1,9,4.01661030478465,56.7198079134936
10,1,10,2.73815572301439,45.2669807735795
10,1,11,3.91147554898612,48.397173910172
10,1,12,4.8169942401687,47.0403639273605
10,1,13,4.57697568544643,30.6288870100369
10,1,14,3.97728840312963,16.2543079198512
10,1,15,1.46256811029799,18.4734468459306
10,1,16,5.1083674760716,52.6145986861093
10,1,17,4.43774262831437,52.0345078504217
10,1,18,2.87575537596538,39.6023073664276
10,1,19,2.83046850384498,21.731250905614
10,1,20,3.30256522953916,19.392314217767
10,1,21,1.84426976592866,18.7607868411726
10,1,22,4.79169230755287,37.4992271476747
10,1,23,2.96328552088296,27.6847359852312
10,1,24,3.41014539272925,22.7400029844629
10,1,25,3.71840215437726,22.2831428297587
10,1,26,4.99457614349858,20.1173576435049
10,1,27,4.85397646798798,16.7966869394988
10,1,28,2.87835983342383,13.7929428034831
10,1,29,3.20333750368056,12.5117234017518
10,1,30,4.68530302931349,10.1674936069673
10,1,31,4.88746530559608,10.8709087258091
10,1,32,4.29911907741946,8.8686809377977
10,1,33,3.46055729755151,8.11575829187615
10,1,34,3.24018619519526,5.8389506021173
10,1,35,1.71730109741723,6.37289071566553
10,1,36,4.18116429086572,5.45120419434938
10,1,37,3.91226763650379,4.67930347432004
10,1,38,1.64762310825205,2.33135978744293
10,1,39,3.62724033065503,4.74943560632443
10,1,40,4.06537714274841,10.0861924537832
10,1,41,4.2188200196636,10.2180417356852
10,1,42,4.33490207791779,9.53268764457533
10,1,43,4.17100317677071,9.36972465760094
10,1,44,2.89876567877585,8.25482398147244
10,1,45,4.01288080068747,5.39776215778361
10,1,46,3.97808682133385,7.84691232330507
10,1,47,3.92145148132952,6.02670215010334
10,1,48,3.41517300091228,6.57076958959005
10,1,49,3.27594480158153,7.35279659092024
10,1,50,3.40555434012425,7.51087353263182
10,1,51,3.4846663381369,6.04301158793166
10,2,1,4.29220817122747,50.3118773412228
10,2,2,4.43637762533676,91.0510985551131
10,2,3,4.34591047080553,95.3250832805798
10,2,4,4.48254818240704,104.031314543379
10,2,5,3.93385732550334,87.0997984966393
10,2,6,4.87320960277148,88.1187272341875
10,2,7,3.55729253967226,89.809978245454
10,2,8,3.66394316036312,91.6911127557878
10,2,9,4.92948836886865,79.6562876657229
10,2,10,4.8958412911616,96.2783577119094
10,2,11,3.36397153346545,86.3883890957709
10,2,12,4.96176865992114,93.3738122425327
10,2,13,4.58935225848,84.2675162760817
10,2,14,4.48258423051379,81.2050612437045
10,2,15,4.84165712327735,63.1395916724887
10,2,16,5.01291539818997,50.3393225246195
10,2,17,3.73899207956849,34.9798096178678
10,2,18,3.82783377213968,52.177040215145
10,2,19,5.17858367286629,70.5302058282161
10,2,20,4.51520086799634,60.9837791149628
10,2,21,5.23853638817177,51.8290555897174
10,2,22,5.04971958933976,42.1550251913
10,2,23,1.43928925990338,13.9214756073024
10,2,24,5.21854567116216,55.5154200767446
10,2,25,5.40046583767273,62.9678814116532
10,2,26,5.01783044024346,52.1643407574092
10,2,27,4.90011150354286,40.9471711566313
10,3,1,1.39996243931057,7.71518749299358
10,3,2,2.3512963292251,57.2412530445843
10,3,3,2.92994993021224,64.4254309245869
10,3,4,3.81373104031292,77.8147340750653
10,3,5,3.98574420950562,74.6717704737327
10,3,6,3.91559169471126,62.7391557236555
10,3,7,3.74594228081072,55.53167881229
10,3,8,4.01286086931368,42.8658017921607
10,3,9,3.26842716664155,42.2540438737684
10,3,10,3.34776319445982,35.1087779957906
10,3,11,3.7522120708205,30.9731759598419
10,3,12,3.38776513507696,28.2676000524966
10,3,13,4.28989691430095,24.0146443036418
10,3,14,2.59674594069373,12.9572530057935
10,3,15,0.627734077888052,4.65805783990639
10,4,1,3.70271079637864,48.163694484535
10,4,2,3.05112700321364,65.551784460856
10,4,3,4.36431973968936,58.9463626533437
10,4,4,4.26576146080872,59.8824954860718
10,4,5,4.36928381460685,66.3005997582828
10,4,6,4.16655717296622,52.1766646643509
10,4,7,4.46196045643233,39.5469173106474
10,4,8,4.45861743906531,32.3598792968089
10,4,9,4.4155362032482,44.425837824123
10,4,10,3.9901212494371,43.8602390220265
10,4,11,4.22585844147251,30.61340677247
10,4,12,3.7747916040917,31.7166505205853
10,4,13,4.27035605528995,34.1116743152653
10,4,14,3.04686273744265,31.8997621402858
10,4,15,4.02396028525066,37.8979858271495
10,4,16,3.91819089546445,43.6289048892343
10,5,1,1.86626389120802,65.3026667538062
10,5,2,1.76331375224779,70.0979058414546
10,5,3,1.68270406459279,88.2455851598926
10,5,4,1.94256955045978,85.227614913938
10,5,5,2.01911443645011,106.836273721729
10,5,6,1.74280626085821,86.1655590868205
10,5,7,1.54699096797779,89.2793382751262
10,5,8,1.82428306629963,102.683556466708
10,5,9,1.67471273174536,81.1407737156777
10,5,10,1.67056991634481,79.8692110247104
10,5,11,1.59830477486777,85.5275088866198
10,5,12,1.29226587178654,71.0923063730139
10,5,13,1.57851007321039,83.3112456257112
10,5,14,1.52666777508628,84.8742788407386
10,5,15,1.51419482682308,73.5442951565436
10,5,16,1.588786557203,73.3973015075679
10,5,17,1.31261623557294,70.5348962963901
10,5,18,1.31334825703098,75.2327736396071
10,6,1,1.04979598413161,68.4019745083247
10,6,2,0.962692200327546,73.1685509273857
10,6,3,0.998174931594839,64.2772631285402
10,6,4,0.795225894164594,39.6532116407759
10,6,5,1.12559389872821,68.4486687610602
10,6,6,0.927057761660581,58.8900233295074
10,6,7,0.802101016485931,56.5740484568687
10,6,8,0.948304704612369,59.8206964543748
10,6,9,0.862980406384754,55.2208273949213
10,6,10,0.85469953600197,63.7368076070675
10,6,11,0.845465591765765,57.1568053930052
10,6,12,0.950520750979444,52.3059165370952
10,6,13,0.814994241286925,48.244758851869
10,6,14,0.895186168493238,45.304837729104
10,7,1,3.51180995283365,48.7727917147656
10,7,2,1.90200500418988,63.724908972854
10,7,3,3.04958926392891,63.5150842244996
10,7,4,3.75986522874435,66.6592209334958
10,7,5,3.73191998280922,71.5881684714177
10,7,6,3.98010718856105,78.4981316938433
10,7,7,4.05240216439304,71.0208211864592
10,7,8,3.82046905865147,68.4706562048457
10,7,9,3.85039172177633,54.4935996509299
10,7,10,3.46501566462677,59.8622605419275
10,7,11,3.44077484365309,66.2801769175365
10,7,12,1.36544069313144,52.9124741744509
10,7,13,3.87999043559507,65.3010261921917
10,7,14,2.55965050133361,61.2455786142976
10,7,15,4.12254910628115,59.7440478350642
10,7,16,4.24555060492431,66.0854530648594
10,7,17,2.35542171025496,51.4718956843665
10,7,18,2.45683846784008,53.3915493973092
10,7,19,4.29829994785325,59.0038277921123
10,7,20,3.26520472777185,57.6597057946454
10,7,21,3.56654759379825,46.7451595173952
10,7,22,4.18113182335784,50.7297498960164
10,7,23,1.87043971583301,43.2812763574567
10,7,24,4.23194341862632,39.1255480182445
10,7,25,4.58359507071565,45.6473332045843
10,7,26,3.48189953823049,56.9555046437353
10,7,27,4.10869206908387,54.2014371148869
10,7,28,4.89819104285377,43.3713901030835
10,7,29,1.98101856724587,37.7636079747868
10,7,30,1.95472816020228,38.2168193448125
10,7,31,2.37993520182202,47.9495753222924
10,7,32,3.30631073629935,57.1516425478698
10,7,33,4.73016203527067,50.2441678541108
10,8,1,1.46650440988319,64.0327075833277
10,8,2,2.03195092740319,82.6149317895767
10,8,3,1.86723782787907,96.2687370147922
10,8,4,1.85609220595693,105.161501499586
10,8,5,1.99098057262357,113.370343304795
10,8,6,1.13316086201371,65.8244076963339
10,8,7,1.35337468901905,65.1054557081585
10,8,8,1.65879321675185,93.5238238850623
10,8,9,1.91722631772475,97.651332293629
10,8,10,1.75674618728298,117.187748370643
10,8,11,1.75935869486057,93.1188734058399
10,8,12,1.31234791328775,56.0273449554459
10,8,13,1.72669936250474,67.1069226126584
10,8,14,1.64468412158215,70.1352948704379
10,8,15,1.63703587221089,71.4270022512755
10,8,16,1.64194904155441,69.8713946151857
10,8,17,1.51419360692203,59.0513951049662
10,8,18,1.09850790799249,49.4484744746327
10,8,19,1.28706461225159,59.2675269381404
10,8,20,1.67362297515336,61.1841363518601
10,8,21,0.889814444203565,36.7930145246632
10,8,22,0.443552224831102,7.7746297209034
10,8,23,0.803867536923813,41.5866248876879
10,8,24,1.05905760560953,56.9838002887566
10,8,25,1.48712732177996,78.8946790110215
10,8,26,0.956403189202252,50.6166146766079
10,8,27,0.602794957489631,28.9571104819013
10,8,28,1.08115067756392,52.3314627986035
10,8,29,0.932666429846203,44.7584577953515
10,8,30,1.35193903144964,58.7986976789867
10,8,31,1.28918297386077,61.0896100545715
10,8,32,1.20620394518281,58.0791766300566
10,8,33,1.34794472017852,53.787221683615
10,8,34,1.29066405930621,67.2924884202792
10,8,35,1.13564396522833,61.2288090015842
10,8,36,1.29135756656923,35.9894793566029
11,1,1,3.20600618300729,8.11101098412446
11,1,2,4.97419501485123,10.1565820233977
11,1,3,4.9633978302889,11.2012313888896
11,1,4,3.30903866139751,9.24136900700238
11,1,5,3.43454633186335,9.1219457764281
11,1,6,4.53496876346962,11.2509780437974
11,1,7,4.98945515766682,14.380593187331
11,1,8,3.91234749363905,8.42848938210759
11,1,9,4.01661030478465,13.9224522309875
11,1,10,2.73815572301439,13.4332493271559
11,1,11,3.91147554898612,12.1869178829959
11,1,12,4.8169942401687,11.6594571700437
11,1,13,4.57697568544643,10.7655723154397
11,1,14,3.97728840312963,5.00649033298402
11,1,15,1.46256811029799,3.12811767865643
11,1,16,5.1083674760716,8.04513483833368
11,1,17,4.43774262831437,8.50296190140068
11,1,18,2.87575537596538,11.9220957863747
11,1,19,2.83046850384498,7.55190807403137
11,1,20,3.30256522953916,4.87539603784428
11,1,21,1.84426976592866,10.262335799417
11,1,22,4.79169230755287,10.7626351222501
11,1,23,2.96328552088296,14.8088532933331
11,1,24,3.41014539272925,15.649752040516
11,1,25,3.71840215437726,16.6965118350541
11,1,26,4.99457614349858,17.5528932252458
11,1,27,4.85397646798798,15.7328440744983
11,1,28,2.87835983342383,11.7759510925905
11,1,29,3.20333750368056,9.50670407483935
11,1,30,4.68530302931349,12.0546098031629
11,1,31,4.88746530559608,10.3795782747605
11,1,32,4.29911907741946,10.1611807697674
11,1,33,3.46055729755151,10.6497889623167
11,1,34,3.24018619519526,12.205744652747
11,1,35,1.71730109741723,10.7533720230164
11,1,36,4.18116429086572,10.1500033547215
11,1,37,3.91226763650379,7.02239442645198
11,1,38,1.64762310825205,3.22119450556224
11,1,39,3.62724033065503,9.33848565732737
11,1,40,4.06537714274841,12.7953072272707
11,1,41,4.2188200196636,16.8482102669088
11,1,42,4.33490207791779,12.439813460935
11,1,43,4.17100317677071,11.0632862948238
11,1,44,2.89876567877585,12.6839063084157
11,1,45,4.01288080068747,8.87160044530728
11,1,46,3.97808682133385,7.87094426193769
11,1,47,3.92145148132952,7.63521318045668
11,1,48,3.41517300091228,9.30141954123674
11,1,49,3.27594480158153,9.92137836786613
11,1,50,3.40555434012425,7.7586200051441
11,1,51,3.4846663381369,9.29692045580481
11,2,1,4.29220817122747,7.09076375831381
11,2,2,4.43637762533676,19.2900789971
11,2,3,4.34591047080553,19.8051018912283
11,2,4,4.48254818240704,22.5447741490643
11,2,5,3.93385732550334,16.7176417057398
11,2,6,4.87320960277148,15.4618427002432
11,2,7,3.55729253967226,12.5221311854201
11,2,8,3.66394316036312,10.8785774370229
11,2,9,4.92948836886865,9.45227681729482
11,2,10,4.8958412911616,11.1545808196279
11,2,11,3.36397153346545,10.1943150717559
11,2,12,4.96176865992114,11.8335567717383
11,2,13,4.58935225848,11.6918455546961
11,2,14,4.48258423051379,12.3683208240335
11,2,15,4.84165712327735,8.48252779495395
11,2,16,5.01291539818997,8.84072489434931
11,2,17,3.73899207956849,9.0472111759494
11,2,18,3.82783377213968,9.50742122755413
11,2,19,5.17858367286629,11.9251837388331
11,2,20,4.51520086799634,15.7074017441747
11,2,21,5.23853638817177,15.4543654301724
11,2,22,5.04971958933976,13.3929449823457
11,2,23,1.43928925990338,3.22178851854971
11,2,24,5.21854567116216,11.2483185583469
11,2,25,5.40046583767273,13.0198863490093
11,2,26,5.01783044024346,11.2293705235342
11,2,27,4.90011150354286,10.87097405179
11,3,1,1.39996243931057,2.03558976150358
11,3,2,2.3512963292251,10.2301134539271
11,3,3,2.92994993021224,9.6425007893411
11,3,4,3.81373104031292,21.3297222421437
11,3,5,3.98574420950562,22.840755766061
11,3,6,3.91559169471126,20.3949332260526
11,3,7,3.74594228081072,20.7524309782794
11,3,8,4.01286086931368,20.5178529669576
11,3,9,3.26842716664155,20.8938905414002
11,3,10,3.34776319445982,15.1255500515544
11,3,11,3.7522120708205,13.0429850015928
11,3,12,3.38776513507696,17.3655811861786
11,3,13,4.28989691430095,14.9555481454766
11,3,14,2.59674594069373,9.64373793165783
11,3,15,0.627734077888052,2.71051187283311
11,4,1,3.70271079637864,15.9897862821437
11,4,2,3.05112700321364,18.8817387109685
11,4,3,4.36431973968936,23.6156965290548
11,4,4,4.26576146080872,19.989727784504
11,4,5,4.36928381460685,21.9438964982354
11,4,6,4.16655717296622,24.0280481291435
11,4,7,4.46196045643233,18.9219891346743
11,4,8,4.45861743906531,14.7913508377735
11,4,9,4.4155362032482,17.0228575442874
11,4,10,3.9901212494371,13.8592707862845
11,4,11,4.22585844147251,15.8695925362263
11,4,12,3.7747916040917,13.1067967832385
11,4,13,4.27035605528995,12.8590442796161
11,4,14,3.04686273744265,10.3253855960586
11,4,15,4.02396028525066,12.0878045283649
11,4,16,3.91819089546445,9.14819364548439
11,5,1,1.86626389120802,13.8149076650484
11,5,2,1.76331375224779,14.582417306135
11,5,3,1.68270406459279,14.7414055788543
11,5,4,1.94256955045978,10.667206939222
11,5,5,2.01911443645011,15.9190654155495
11,5,6,1.74280626085821,14.4446134235778
11,5,7,1.54699096797779,16.1088730875965
11,5,8,1.82428306629963,17.1242493995033
11,5,9,1.67471273174536,12.2199519618918
11,5,10,1.67056991634481,13.6620077898025
11,5,11,1.59830477486777,14.6524174017051
11,5,12,1.29226587178654,12.2107995109987
11,5,13,1.57851007321039,11.743222765918
11,5,14,1.52666777508628,16.1635524070287
11,5,15,1.51419482682308,13.4095145791503
11,5,16,1.588786557203,13.6557261405337
11,5,17,1.31261623557294,14.9368817531897
11,5,18,1.31334825703098,13.5361999443346
11,6,1,1.04979598413161,12.8819016404068
11,6,2,0.962692200327546,14.3283154472834
11,6,3,0.998174931594839,13.2222796572486
11,6,4,0.795225894164594,16.8860678853376
11,6,5,1.12559389872821,12.7299400679054
11,6,6,0.927057761660581,12.0564938378337
11,6,7,0.802101016485931,13.6263503134888
11,6,8,0.948304704612369,11.2539977714758
11,6,9,0.862980406384754,12.3392918494163
11,6,10,0.85469953600197,17.5382401193183
11,6,11,0.845465591765765,16.2267018390336
11,6,12,0.950520750979444,19.8284790582476
11,6,13,0.814994241286925,18.4060221622015
11,6,14,0.895186168493238,19.8355765112946
11,7,1,3.51180995283365,14.2397874858882
11,7,2,1.90200500418988,4.77201697180141
11,7,3,3.04958926392891,12.7096209287044
11,7,4,3.75986522874435,13.8860279814077
11,7,5,3.73191998280922,7.76678908444739
11,7,6,3.98010718856105,5.57559409565936
11,7,7,4.05240216439304,5.06197492636562
11,7,8,3.82046905865147,5.67775117840913
11,7,9,3.85039172177633,7.35393213378636
11,7,10,3.46501566462677,12.506138900889
11,7,11,3.44077484365309,12.181416603237
11,7,12,1.36544069313144,11.7765914034049
11,7,13,3.87999043559507,16.2719963450227
11,7,14,2.55965050133361,16.3112752405611
11,7,15,4.12254910628115,15.9554553703975
11,7,16,4.24555060492431,17.3369842779439
11,7,17,2.35542171025496,14.5381793786027
11,7,18,2.45683846784008,15.7832447451482
11,7,19,4.29829994785325,14.8511329964162
11,7,20,3.26520472777185,15.1278166970088
11,7,21,3.56654759379825,11.0494611874912
11,7,22,4.18113182335784,4.81826793240927
11,7,23,1.87043971583301,9.83755714119186
11,7,24,4.23194341862632,15.9935789002643
11,7,25,4.58359507071565,17.6952920660056
11,7,26,3.48189953823049,9.4162929325644
11,7,27,4.10869206908387,4.57576492216074
11,7,28,4.89819104285377,6.97736864283717
